,tweet_id,det_fake_label
154,1557126844968747009,0
155,1611046473793433601,1
156,1654771008472064001,0
157,1513823011819954186,1
158,1575184676737921024,1
159,1586477152052076550,0
160,1553107596969664512,0
161,1616195514025840657,0
162,1656086353849769986,0
163,1656085823551586304,1
164,1601238914592817152,0
165,1656071896864006145,1
166,1604720359298801666,0
167,1656065226926866432,1
168,1656085180988243968,0
169,1533255277575028736,1
170,1656086077445226496,1
171,1656083812680441857,0
172,1656083040907452416,1
173,1577126310467407872,1
174,1560732467476283392,0
175,1656083710502903813,0
176,1596918346469224449,0
177,1619616013544312833,0
178,1656070768764092418,1
179,1620062057361203203,1
180,1656085915150721025,1
181,1656074218608660482,1
182,1603021753613258754,0
183,1656085903557763072,1
184,1562646797201199107,0
185,1656080267042336772,1
186,1656066425746862080,1
187,1656054870376345603,1
188,1491871618456436736,0
189,1656085845353299968,1
190,1656078457883840513,1
191,1601695181543088128,0
192,1656081768427016193,0
193,1655781571838767105,0
194,1632123897498746881,0
195,1656086235482570752,1
196,1546803712814854144,0
197,1559680906645880834,0
198,1569438264821678080,0
199,1594799697952399360,0
200,1616416124467396608,0
201,1552161041727078401,1
202,1656082056462344192,1
203,1656085970553540608,1
204,1571950691903496192,0
205,1656086028577386496,1
206,1656084683199840259,1
207,1656079915295408129,0
208,1656022609392447488,1
209,1597269366105640960,0
210,1656085043964678144,1
211,1656085039413854208,0
212,1629262647207284736,0
213,1656080149249507335,0
214,1599494289834528769,1
215,1656085523499462656,1
216,1501945986742059008,1
217,1656081410237636608,0
218,1649876548671897600,1
219,1656031311037857793,0
220,1656077421496668160,1
221,1602700647895564288,0
222,1656085295132213249,1
223,1611463358506475549,0
224,1600460370216472577,0
225,1656085178224189441,1
226,1654537016208506881,0
227,1656084267670159364,1
228,1656057954997792768,1
229,1604627827390877696,0
230,1577076093156458496,0
231,1656075227703410688,1
232,1656070653404151808,1
233,1651193873568354304,0
234,1656073018718711811,1
235,1656021194565378048,1
236,1541436191039299585,0
237,1591839693150507010,0
238,1519439352312610816,0
239,1592786188053917696,1
240,1655138749255151616,0
241,1656086278033604608,0
242,1656085674997473282,1
243,1655897169746952192,0
244,1653357476090114050,1
245,1655863774048575488,1
246,1488228010545319940,1
247,1654258602998132736,0
248,1656086409579581443,1
249,1654608519608299520,0
250,1613765402106155010,0
251,1656035755049795584,1
252,1580708362203070465,0
253,1614406391485313028,0
254,1620875023442665477,0
255,1656083236022353920,1
256,1656085491446325252,0
257,1656086481838956546,1
258,1648296699553542146,0
259,1653659433442918402,0
260,1656080243403153408,0
261,1603147835674861568,0
262,1635984940008439810,0
263,1656038017050591232,1
264,1656076014575927298,1
265,1656022873687957516,1
266,1612419203042082819,0
267,1656081782343880704,1
268,1656085506449461250,1
269,1571891991100678146,1
270,1656073824239226880,1
271,1608182866306809856,0
272,1656085550552498179,1
273,1633999270926745601,1
274,1656086044406607875,1
275,1608381262439358464,1
276,1656027221830582274,1
277,1656086332119334912,0
278,1485253975884505088,0
279,1629504938689585152,0
280,1656082281730043908,1
281,1579943716932169730,0
282,1480404032959258630,0
283,1656085624019992578,1
284,1656076075397525504,1
285,1655266362879627266,0
286,1621252889225076750,1
287,1656085569636642816,1
288,1582356149734887424,0
289,1630371077045080071,0
290,1656084496029200384,1
291,1654864044409630720,0
292,1589031694656573440,0
293,1537445109393813504,0
294,1656085618710151168,0
295,1559958235184078848,0
296,1559676570821922821,0
297,1624115754705776640,0
298,1609309489144147969,1
299,1650605905682247681,1
300,1619213952189095936,0
301,1656038154837655552,1
302,1656025898083319809,1
303,1656032943557492743,1
304,1624058654667177986,0
305,1649710394058108928,0
306,1573268309629620224,0
307,1656073080849203201,0
308,1656032284930129921,1
309,1654255899437854720,1
310,1656071011463491585,1
311,1656079761444044801,1
312,1569133247979819009,1
313,1632731016912683011,0
314,1535813900087615488,0
315,1562249590417477632,0
316,1522753662338191360,1
317,1656086278759419905,1
318,1556638205830578176,1
319,1504076237458882567,0
320,1654979420497629185,0
321,1655689263474786306,0
322,1656085638893146112,1
323,1587139185797890051,0
324,1575158661735141376,1
325,1656079574147514368,0
326,1656071335926435840,1
327,1494940371415044096,0
328,1631347290303520771,0
329,1583310093780910080,0
330,1566749679127351296,0
331,1656086181090664451,1
332,1656073119184896003,1
333,1589021834908905472,1
334,1656077779568570369,1
335,1656072795003002883,1
336,1656073172314124295,1
337,1656083368184803328,0
338,1623288029874888709,0
339,1570825035291451395,0
340,1656081557268885505,1
341,1506731839502917637,0
342,1656050570623328257,1
343,1642846438676627456,1
344,1654879182038392832,0
345,1559930148425809921,1
346,1525874354998894595,0
347,1648797412914331652,1
348,1656083387550142464,0
349,1656084209780375552,0
350,1656082728155070464,0
351,1656084985042878464,0
352,1655436645598994432,0
353,1656039305922396163,1
354,1656013690012049408,1
355,1656062967484411904,1
356,1656009658790825986,1
357,1656042137090179093,1
358,1656077043560513543,1
359,1656075006659444736,1
360,1656055461601239040,1
361,1542627365150490630,0
362,1556584609122775040,0
363,1514500298374475779,0
364,1551490970549723136,0
365,1656084803576545280,1
366,1656066169311223889,1
367,1487845571796688896,0
368,1655282555078291456,0
369,1600656407703220224,0
370,1651074139510145024,0
371,1656037452027514880,1
372,1656063380807901184,1
373,1595415538972368903,0
374,1656071224441597954,1
375,1582127740433465344,0
376,1656079939479773190,1
377,1656085704911343617,0
378,1592183086091243523,0
379,1656077961798270976,1
380,1653831211704516608,1
381,1656066744211976195,1
382,1534937943609004037,0
383,1656074380655378434,1
384,1650500343136960513,0
385,1585387912446746624,0
386,1644365736977002499,0
387,1656086564919820289,1
388,1656083258378166273,0
389,1656082213727862784,1
390,1634992883127455744,0
391,1656033239188881409,1
392,1646998953907437569,1
393,1656075968379846656,1
394,1656062934475325441,1
395,1655819440574042112,0
396,1656086504211623936,0
397,1656085628356898818,1
398,1656029185591083008,1
399,1599651849992572929,1
400,1567538183499546630,0
401,1656076547424436226,1
402,1654542725671157761,0
403,1656079354097483776,0
404,1615090086982602754,1
405,1608199942647988224,0
406,1656081197573734401,1
407,1654749835394940930,0
408,1656085575043014657,0
409,1620787446341320705,0
410,1649919580670767111,0
411,1583705565578301441,0
412,1592321485108310017,0
413,1656083368402993152,0
414,1656084866839232513,0
415,1656079959205478403,0
416,1656086206365544450,1
417,1577700570000785414,1
418,1569470012817113091,1
419,1656086512591593472,1
420,1655696708200992768,0
421,1581721644145545216,0
422,1656086468832444418,1
423,1656082131305603072,1
424,1656044761180979202,1
425,1619923627289505793,0
426,1656074978444419073,1
427,1540413206283358210,1
428,1656020787386621979,1
429,1656081807585038336,0
430,1656033227373531137,1
431,1582878978695565313,0
432,1653836064203612171,1
433,1656034738581143552,1
434,1656077332749090817,1
435,1609154548106510338,1
436,1651493193878319105,0
437,1566939384649482241,0
438,1656062797795692544,1
439,1656085204803497985,1
440,1646913738585374720,0
441,1656041460121190400,1
442,1477732517608370184,1
443,1634817776387866626,0
444,1656081688873558016,0
445,1656085198008893442,1
446,1656082512215457793,1
447,1656082454116028416,0
448,1655843181223895040,0
449,1543140849050996738,0
450,1480302949012230148,1
451,1654506077243711490,0
452,1655023463369932801,0
453,1636415797458354186,1
454,1656070879342649345,1
455,1643825184850477057,0
456,1575774023916453888,1
457,1656085770049044486,0
458,1656084464387207168,0
459,1559921789702127617,0
460,1644132673093349376,1
461,1531636138808590336,0
462,1569376222878253057,1
463,1629130915006873601,1
464,1656066986076405762,1
465,1656085022749646850,1
466,1583218709002608640,0
467,1620450720305799168,0
468,1567065100053250050,0
469,1656083129088483328,0
470,1630175352508260357,0
471,1656084697028481024,1
472,1656054923103211525,1
473,1590207504604356609,0
474,1546698362799329287,0
475,1612396951143698433,0
476,1486449773318230021,0
477,1656086017697521665,1
478,1656086523798798338,1
479,1607436632457625601,0
480,1656084692653998081,1
481,1656067950653366273,1
482,1647201416283320320,1
483,1656080072833482753,0
484,1656056167146172416,1
485,1654156791343718400,0
486,1648834610522980355,1
487,1656085438732312576,1
488,1656029991044251648,1
489,1652610139105656833,0
490,1643053528150331393,0
491,1656079142562013185,1
492,1656086499048189953,1
493,1656085141196767233,1
494,1557908510758711296,0
495,1593225889675821057,0
496,1656085291105505281,1
497,1618361286315872256,0
498,1656036120738643976,1
499,1654976477316923392,0
500,1656082372947849218,0
501,1647234830835281921,1
502,1656078959883218945,0
503,1529570731536683008,1
504,1656086440470618114,1
505,1584248370373472256,1
506,1604650121928626186,0
507,1654874210525749248,0
508,1570672584056016896,1
509,1595411788149014530,0
510,1481454244889001984,0
511,1496838595142832139,0
512,1585061741217603584,0
513,1656085644060368897,1
514,1656083121018634241,0
515,1647362488982282244,1
516,1656052104593653761,1
517,1577088851134525440,1
518,1655108304396337152,0
519,1656048487471955986,1
520,1616040028521762817,0
521,1652047723384676367,0
522,1656068793674653696,1
523,1598844466655551489,0
524,1631923509298442240,0
525,1656063749646872577,1
526,1656085966992334848,1
527,1656018498479431722,1
528,1615726283622694913,0
529,1635481664037036033,0
530,1656085050776059905,1
531,1656085586468552705,1
532,1656052079503212547,1
533,1656068565676568583,1
534,1575236983160332289,1
535,1656072027965407235,1
536,1507646110818455556,0
537,1651837405631234050,0
538,1648260564710309888,1
539,1656085918971830274,1
540,1648565097453715457,0
541,1588105256667418624,1
542,1656079909406773254,0
543,1565003247831511040,0
544,1656072770025934852,1
545,1585992297728339971,0
546,1656036549241487361,1
547,1568391861882036224,0
548,1656086622625206272,1
549,1656086610067193858,1
550,1656086204427771910,1
551,1565157238905470978,1
552,1655860016493080576,1
553,1590870249880133633,0
554,1622201579381161985,1
555,1497604280429301771,1
556,1656086011288461320,1
557,1656078686137774081,1
558,1656030264835858433,1
559,1617516985406849026,0
560,1522588771883048960,0
561,1583111227072315392,0
562,1636713814296018944,0
563,1656085358046576640,0
564,1489862964924481539,0
565,1633480207704178688,0
566,1656013782731071492,1
567,1654505030861352962,0
568,1656080033058783232,0
569,1656086505306087426,1
570,1529887087264247811,0
571,1656082030524760071,1
572,1524444962695303169,0
573,1656069465090449408,1
574,1601902624688701448,0
575,1615016742455050243,0
576,1635610634988449794,0
577,1656085996843180033,1
578,1651690270851837957,1
579,1626008514681348097,0
580,1655453612280262662,0
581,1656011177271472129,1
582,1654869344898170882,1
583,1656074829148172288,1
584,1494923213696282624,0
585,1491648637838839811,0
586,1656086278432079875,1
587,1631720201539448832,0
588,1656080315356524544,1
589,1656079822567735297,0
590,1656006861663895552,1
591,1656027849717870592,1
592,1583485011608875011,0
593,1487199090853265415,0
594,1642970916329254912,0
595,1656075554846830592,1
596,1655046842055540737,0
597,1656084876443918337,1
598,1541947944093597696,0
599,1656030821587861512,1
600,1656008296732725248,1
601,1656071654764675075,1
602,1656084415687139328,0
603,1577425217210961922,0
604,1656067680762478592,1
605,1652948226243166210,0
606,1637890499301220387,0
607,1656079943535583233,0
608,1656085338916368387,1
609,1610244361924771853,0
610,1656065334716112896,1
611,1656019665494188075,1
612,1656086611313000448,1
613,1656085336240340992,1
614,1628660806933164032,0
615,1594788075011448835,0
616,1519262608628621312,0
617,1568029801440583681,1
618,1649423576297009162,1
619,1564731649144897536,0
620,1648933482050240512,0
621,1656073477189779458,1
622,1656035335602618374,1
623,1573756482654461954,1
624,1656011234121252864,0
625,1656068635121573888,1
626,1597777049405444096,0
627,1655644664782016512,0
628,1656085748410626048,0
629,1581441553712586752,0
630,1655012731303477249,0
631,1656081229400113158,1
632,1522847113520033794,0
633,1600846795181101058,0
634,1596058670550450176,0
635,1656071047567769600,1
636,1655124584067215360,1
637,1656085537977954305,1
638,1506700753121038339,0
639,1518874377684725761,0
640,1608185530138640384,0
641,1656085918497873921,1
642,1544621237799985152,1
643,1656020051856695310,0
644,1656074673401069568,1
645,1656079804636995585,0
646,1509125460558417921,0
647,1656067761708183552,1
648,1656059259287662592,1
649,1654951691341406208,0
650,1575604760283160576,0
651,1656080841125027843,1
652,1656080593073864707,0
653,1656086298728230913,1
654,1656053502483787779,1
655,1545846749880848387,0
656,1651827769548984324,0
657,1574840828442415110,1
658,1642784388600455168,0
659,1656085985296252928,1
660,1479240169853235202,0
661,1539761483588014081,0
662,1656080924218408961,0
663,1656084742561832960,0
664,1656080607766781955,0
665,1656085894871351297,1
666,1617000731709689856,0
667,1576603413353156608,0
668,1482807263081676802,0
669,1625139099781791744,0
670,1494144688928038912,0
671,1656024042967826432,1
672,1656077127798669312,1
673,1656084370799640577,0
674,1577141684022153216,1
675,1585042505552351233,0
676,1654193095888580609,0
677,1655740826419380225,0
678,1571129446035226625,1
679,1656041982945312796,1
680,1600305164497264642,0
681,1648727833693556737,0
682,1656072397412352001,1
683,1656086558720794624,1
684,1656082339368239104,1
685,1656024940213149703,1
686,1633359982333771779,1
687,1656008381155639296,1
688,1650938891342323743,0
689,1656085493124304896,1
690,1656079759443644416,1
691,1656073286856392709,1
692,1504439668443652101,0
693,1656086195237953536,1
694,1656075213572907008,1
695,1612017427403116544,0
696,1656074929975222273,1
697,1644007056456966144,0
698,1656086313932664834,1
699,1656066424362680320,1
700,1567496960155996161,0
701,1656086351513636864,1
702,1656086092200697857,1
703,1609817172448276480,0
704,1656086485152718848,0
705,1655738745256128513,0
706,1656082888905949186,0
707,1654334411041636352,1
708,1656079245079191552,0
709,1654859090743492608,0
710,1656072952822243330,1
711,1623328514882654208,0
712,1656086488982118400,1
713,1507846806901858306,0
714,1562186362996277250,1
715,1656086145342783489,0
716,1656085091448135680,1
717,1567061309560070144,0
718,1656073257110437890,1
719,1656060984362954753,1
720,1656023367521116197,1
721,1509426189848481793,0
722,1656085823190695937,1
723,1484737586715238401,0
724,1656086326192623617,0
725,1652497480393670656,0
726,1625475507331698688,0
727,1656084182085296128,0
728,1648279148874571776,1
729,1656077430031888385,1
730,1656086634184470531,1
731,1595505789128806400,0
732,1610852982408744965,1
733,1656036233313767424,1
734,1656085837917073409,1
735,1584210042835738624,0
736,1647757121856077824,0
737,1596438253561057280,0
738,1583098209492094978,0
739,1600014345936965632,0
740,1656060588999720961,1
741,1656080151015202817,0
742,1656062801884901376,1
743,1639591088850874368,0
744,1618152806204215299,0
745,1655915116054081537,0
746,1654955718615740424,1
747,1656070824565133313,1
748,1656078578755272704,1
749,1566549190477479936,0
750,1582193010238173184,0
751,1656074872962039809,1
752,1538623924682084359,0
753,1656056788343484418,1
754,1649768596254388224,0
755,1637563393509916677,0
756,1655992493547061268,0
757,1656084216994570242,0
758,1523693445042290688,0
759,1625215480117231616,0
760,1542706815963734016,0
761,1656074973876744192,1
762,1656069452461641728,1
763,1638341485639909376,0
764,1611830194842501121,0
765,1656077802553081856,1
766,1656011096023781376,1
767,1656067881673564166,1
768,1650648485631279106,0
769,1655032699902640130,0
770,1583627579889590272,1
771,1655226737737728004,0
772,1656086454273994753,1
773,1538607146023124992,0
774,1656086126413725697,1
775,1656078861140934657,1
776,1576688645230120960,1
777,1656080830698254336,0
778,1638382540057616387,1
779,1484905990105542658,1
780,1568736080978771968,1
781,1641613217997676544,1
782,1633640380456660992,0
783,1655167112829366274,0
784,1656013919192850444,1
785,1590632905164075009,0
786,1515300910469206017,1
787,1652991424839786497,1
788,1655971027044687875,1
789,1629121364182413312,0
790,1656083628625936392,1
791,1656068801933512704,1
792,1556747013953269760,1
793,1656085183232081921,0
794,1641062951296679937,1
795,1656078929478975488,0
796,1570905956296556544,1
797,1656081246374727681,0
798,1656085172033576961,1
799,1655514458221862912,0
800,1527796282638704640,1
801,1655581583879942150,0
802,1588184329372442624,0
803,1618794067072266240,0
804,1520196826531573762,1
805,1655363446555410432,1
806,1648124856540512258,0
807,1654047654903697409,0
808,1602116101772541953,0
809,1656019330205720586,1
810,1656085175913299968,1
811,1645077521803669505,0
812,1521340608186621955,1
813,1656083169295171588,1
814,1656085611093315585,1
815,1656085576221618176,1
816,1656031339487928320,1
817,1656080394142334983,0
818,1656079210535063553,1
819,1656086241736265728,1
820,1584022061202038785,1
821,1656086156805636099,1
822,1572207853225611267,1
823,1656052757177024514,1
824,1565106577723596803,1
825,1656051287363063815,1
826,1534240285839990784,0
827,1648596698136993792,0
828,1656079646507556864,0
829,1656007521239277573,1
830,1554777877836611584,0
831,1575313326686412801,1
832,1656049392212746244,1
833,1631527437841448961,0
834,1656085683868426243,1
835,1656080951779246081,0
836,1571902185662664704,0
837,1647138942712524800,0
838,1656045852400468021,1
839,1656069227642535937,1
840,1656085320578871297,0
841,1625365613093990400,1
842,1656068629425782786,1
843,1593367511801614336,1
844,1656079070143102978,0
845,1603389693688676353,0
846,1656034203262406656,1
847,1656086509681008641,1
848,1654445245596065794,1
849,1656012218373140480,1
850,1656079874820325376,0
851,1656061034363232257,1
852,1622844970838417408,0
853,1592649877041057792,1
854,1656074479305388032,1
855,1656082884350844930,1
856,1495768084447211521,0
857,1656037336570839062,1
858,1656013196405112832,1
859,1656009521800568832,1
860,1539985037449478146,0
861,1656073644735361026,1
862,1564344020905918464,0
863,1622277370458652674,0
864,1656069238367330311,1
865,1578639701136883713,0
866,1654971912894795776,0
867,1654184585394114565,0
868,1605864149199818752,1
869,1643325065436733440,0
870,1525594295130107904,0
871,1656022326796853252,1
872,1656085244972335104,0
873,1649558889531097091,1
874,1548439802655084551,0
875,1496959437780758531,0
876,1656082687889743874,1
877,1597889259498835968,0
878,1568441767397040128,1
879,1636417245634084886,0
880,1656008388499701760,1
881,1595076562159812608,1
882,1606554279208431623,0
883,1632033563993427970,0
884,1656077702795866113,1
885,1656081560515346432,0
886,1626368703813292032,0
887,1656058625469853696,1
888,1656053717332811783,0
889,1656084971768135680,1
890,1507459631836135429,0
891,1656077373295427586,1
892,1655655678466203674,1
893,1576090778614784001,1
894,1654799660916301825,0
895,1653823559976755209,1
896,1656083132397780992,0
897,1644044567065374720,1
898,1655307348972388353,0
899,1649055327730671620,0
900,1655890523679346688,0
901,1514771925096333315,0
902,1656085133663911938,0
903,1656047215251472390,1
904,1656045008359751680,1
905,1656061267692384263,1
906,1656085815288823809,0
907,1487109565993095168,0
908,1636270901766373376,0
909,1656084991153954816,0
910,1648646311447494656,1
911,1600614889659457536,0
912,1539324911268909057,0
913,1656082339103924231,1
914,1629974111563956224,1
915,1656085202752663554,1
916,1590479510595584008,0
917,1652075621281873921,1
918,1644279242153132034,0
919,1506596000089407494,0
920,1656083611471294465,0
921,1656043114136576003,1
922,1656073026801221632,1
923,1503726755713994752,0
924,1656085568181108738,1
925,1651978078879379457,0
926,1484094158772051970,1
927,1655919127289012225,0
928,1540045186587398146,0
929,1656080003744841729,0
930,1609341136962813954,0
931,1656033599601221637,1
932,1598674862813372417,0
933,1656043606980034560,1
934,1656080159294869504,1
935,1575850061933723649,1
936,1643653287407910912,1
937,1606269643189911552,0
938,1575557787085840384,1
939,1656050732402118658,0
940,1656076145681481731,1
941,1656061077061238786,1
942,1656085770208432128,1
943,1656085568097337344,0
944,1613737827459817473,0
945,1656086528840581120,1
946,1581058840715415553,1
947,1576196390820126720,0
948,1656076254448173059,1
949,1656084993876062209,1
950,1566682809749626884,0
951,1565270346135216130,0
952,1572244250330374144,1
953,1482774884056977411,0
954,1496930428560846854,0
955,1641805525686841346,0
956,1553055731355717634,0
957,1656081605792784384,1
958,1653480092255830036,1
959,1656086344018345985,1
960,1603591234265677825,1
961,1656085092937383936,1
962,1592093121239994372,0
963,1656079855505625089,0
964,1630075659002183682,0
965,1654543770728415232,0
966,1591987739469107200,0
967,1656084747817451520,1
968,1575229810023886849,1
969,1592510413492871170,0
970,1601278751941066752,0
971,1656044925673435136,1
972,1656066269995474947,1
973,1656068112029024259,1
974,1629456962734653440,0
975,1656086353090625538,1
976,1656072891950145536,1
977,1587631409333563393,0
978,1486185249289777153,0
979,1530236985616613377,1
980,1627371533789286400,1
981,1637419865035231235,0
982,1656079922232737792,0
983,1653591766736723969,0
984,1573051261930422283,0
985,1655306717725327360,0
986,1629547510631890944,0
987,1656086261453537281,1
988,1656084932932796416,0
989,1656081942364794881,0
990,1655558647039000576,0
991,1585597440148873220,0
992,1597719957856751616,0
993,1656061752419971072,1
994,1654575420879110148,0
995,1655236879317434368,0
996,1615542724022915072,0
997,1656072045027901440,1
998,1642108805625573376,0
999,1537178235183673344,0
1000,1584993929736650752,0
1001,1656083207106752513,0
1002,1656073773819240450,1
1003,1649573966397177856,0
1004,1656085537688633346,1
1005,1656062210362290176,1
1006,1656084717073051649,1
1007,1656084949244727298,0
1008,1656086033698521088,0
1009,1614014835892846593,1
1010,1656031667474305024,1
1011,1656085914538614784,0
1012,1656084947411562497,1
1013,1656066725358493697,1
1014,1656086452961259520,1
1015,1656084400738643968,1
1016,1579124778023391232,0
1017,1499213415524433921,0
1018,1656084904319361025,0
1019,1587875519646863364,0
1020,1581779247773126656,0
1021,1589961606242324481,0
1022,1609247318993424384,1
1023,1651567910056345608,1
1024,1567862600809197570,0
1025,1656086254159536129,0
1026,1656084703533989889,0
1027,1573281927108378625,0
1028,1596482311058595840,0
1029,1655950974010425344,0
1030,1574502166450126881,1
1031,1656085545657958401,1
1032,1520544035278045186,0
1033,1592275661929869312,0
1034,1656081753734348800,0
1035,1656086077524922370,1
1036,1656070987064934403,1
1037,1590403926045532162,0
1038,1613024022983331841,0
1039,1656085303998943232,1
1040,1610285896259059713,0
1041,1539979172398989312,0
1042,1646211935447162880,0
1043,1507204341366947842,0
1044,1653970990311809029,1
1045,1656080660451278850,1
1046,1489608056287682562,0
1047,1656084657321164800,1
1048,1486065089912492034,0
1049,1627878685972758528,0
1050,1613576385351585793,0
1051,1656085395438723072,1
1052,1582373537603792896,0
1053,1577925859834400768,0
1054,1656080368628383744,0
1055,1656086070851772419,1
1056,1656086401211850757,0
1057,1655658302582267911,0
1058,1656083629922041860,1
1059,1656072049901617152,1
1060,1656014117491154999,1
1061,1656086160194535425,1
1062,1656024483201708034,1
1063,1656081103499796480,1
1064,1631799225464881153,0
1065,1656086048202424321,1
1066,1564392641692725248,0
1067,1656077060886994944,1
1068,1656086270450311168,0
1069,1656080457522622470,0
1070,1539812863564464129,0
1071,1656084826603094018,1
1072,1603259571925315586,0
1073,1582708168282771460,0
1074,1656084615293988864,1
1075,1582743423445913600,1
1076,1656067517830275078,1
1077,1592518857130151936,0
1078,1656085444583473155,1
1079,1656084394052812800,0
1080,1574948942273339392,1
1081,1526676838059110400,1
1082,1654856423568822273,0
1083,1652048427964833802,0
1084,1631143296155406336,0
1085,1624160802696486916,0
1086,1656044230920290337,1
1087,1562459560425574404,0
1088,1653366112636084225,0
1089,1532963355501240320,0
1090,1656038483259998217,1
1091,1563382101801865217,0
1092,1551816334794575872,0
1093,1656084787751448576,0
1094,1655267990584131586,1
1095,1656084780759519232,0
1096,1590492837585588225,0
1097,1656021119940403210,1
1098,1656030548509204481,1
1099,1537893673739776007,1
1100,1656084475024146433,1
1101,1656082370615734272,0
1102,1656041350100336651,1
1103,1488065932471713802,0
1104,1656084304215113737,0
1105,1656078671982231553,1
1106,1656086531998912512,1
1107,1655194928685645824,0
1108,1543463760576356353,0
1109,1656085698032676865,0
1110,1612972721566277632,0
1111,1480119890132574209,0
1112,1485631501450440705,0
1113,1626286042092343300,0
1114,1656081879622205442,0
1115,1614056999649525760,1
1116,1656086532728471552,1
1117,1656086062421221380,1
1118,1656083739737464832,0
1119,1498219506350510082,1
1120,1587104761454931969,0
1121,1656085492767531009,1
1122,1646257187658891266,0
1123,1589050723513139201,0
1124,1609565670714351620,0
1125,1656084950481862656,1
1126,1654433456993050625,1
1127,1656081765025427456,0
1128,1640686191308857344,0
1129,1512573177528033282,0
1130,1556712962873769988,1
1131,1544501557097811968,0
1132,1649963979811487745,1
1133,1484718672824393733,0
1134,1535001019020726272,0
1135,1643185248963014658,0
1136,1656044722006179840,1
1137,1656073552012140545,1
1138,1623598071916466179,1
1139,1539222988582707200,0
1140,1486716331449749514,0
1141,1609770259833290752,0
1142,1557832697778769920,0
1143,1605606741596676096,0
1144,1656082979070803974,1
1145,1653550105444642816,0
1146,1656084503184506881,0
1147,1656085373854838784,1
1148,1656042915053936640,1
1149,1656026813498359808,1
1150,1627840175177887746,1
